"subj" "group" "tree" "cat" "rt"
23 0 0 0 424
23 0 0 1 839
23 0 0 0 882
23 0 0 0 713
23 0 0 0 351
23 0 0 0 661
23 0 0 0 743
23 0 0 0 692
23 0 0 0 625
23 0 0 0 991
23 0 0 1 1180
23 0 0 0 462
23 0 0 1 909
23 0 0 0 674
23 0 0 0 531
23 0 0 0 623
23 0 0 0 684
23 0 0 0 497
23 0 0 0 527
23 0 0 1 921
23 0 0 0 418
23 0 0 0 915
23 0 0 0 479
23 0 0 1 1084
23 0 0 0 561
23 0 0 0 444
23 0 0 1 1339
23 0 0 0 508
23 0 0 0 543
23 0 1 3 708
23 0 1 3 886
23 0 1 3 859
23 0 1 3 777
23 0 1 3 820
23 0 1 3 1368
23 0 1 2 661
23 0 1 3 1057
23 0 1 3 1316
23 0 1 3 767
23 0 1 3 931
23 0 1 2 514
23 0 1 3 915
23 0 1 3 858
23 0 1 2 688
23 0 1 3 1439
23 0 1 3 918
23 0 1 3 1599
23 0 1 3 966
23 0 1 3 1032
23 0 1 3 1048
23 0 1 3 862
23 0 1 3 951
23 0 1 2 602
23 0 1 3 1072
23 0 1 3 1028
23 0 1 2 754
23 0 1 3 800
23 0 1 3 1082
23 0 1 3 883
24 0 0 1 874
24 0 0 0 440
24 0 0 1 791
24 0 0 0 695
24 0 0 0 617
24 0 0 0 616
24 0 0 1 1010
24 0 0 1 947
24 0 0 0 526
24 0 0 0 467
24 0 0 0 582
24 0 0 1 685
24 0 0 0 523
24 0 0 0 516
24 0 0 1 714
24 0 0 0 609
24 0 0 0 576
24 0 0 1 707
24 0 0 0 527
24 0 0 1 647
24 0 0 0 614
24 0 0 0 473
24 0 0 0 806
24 0 0 0 447
24 0 0 1 911
24 0 0 0 482
24 0 0 0 519
24 0 0 0 551
24 0 0 0 592
24 0 0 0 494
24 0 1 3 714
24 0 1 3 1199
24 0 1 3 733
24 0 1 2 1136
24 0 1 3 997
24 0 1 3 820
24 0 1 3 706
24 0 1 2 678
24 0 1 3 617
24 0 1 3 678
24 0 1 3 676
24 0 1 2 1220
24 0 1 3 672
24 0 1 2 533
24 0 1 3 760
24 0 1 2 792
24 0 1 3 730
24 0 1 2 716
24 0 1 3 688
24 0 1 3 777
24 0 1 3 645
24 0 1 2 775
24 0 1 3 640
24 0 1 2 511
24 0 1 3 582
24 0 1 3 748
24 0 1 3 667
24 0 1 2 726
24 0 1 3 626
24 0 1 3 733
25 0 0 1 1330
25 0 0 1 1321
25 0 0 0 881
25 0 0 0 638
25 0 0 1 1307
25 0 0 1 944
25 0 0 0 588
25 0 0 0 963
25 0 0 1 772
25 0 0 1 1313
25 0 0 1 1376
25 0 0 0 838
25 0 0 0 553
25 0 0 0 708
25 0 0 0 489
25 0 0 1 1449
25 0 0 1 1572
25 0 0 0 938
25 0 0 0 804
25 0 0 0 352
25 0 0 0 403
25 0 0 0 547
25 0 0 0 412
25 0 0 0 552
25 0 0 0 533
25 0 0 0 1825
25 0 0 1 1453
25 0 0 0 826
25 0 0 0 746
25 0 0 0 448
25 0 1 2 700
25 0 1 3 539
25 0 1 3 553
25 0 1 3 815
25 0 1 2 717
25 0 1 3 946
25 0 1 3 791
25 0 1 3 715
25 0 1 3 875
25 0 1 3 930
25 0 1 3 893
25 0 1 3 1987
25 0 1 2 697
25 0 1 2 1136
25 0 1 3 771
25 0 1 3 736
25 0 1 3 859
25 0 1 2 934
25 0 1 3 718
25 0 1 3 586
25 0 1 3 828
25 0 1 2 578
25 0 1 3 1177
25 0 1 3 903
25 0 1 3 831
25 0 1 3 1001
25 0 1 2 710
25 0 1 3 1133
25 0 1 3 629
25 0 1 3 843
26 0 0 0 551
26 0 0 0 442
26 0 0 0 678
26 0 0 1 817
26 0 0 0 576
26 0 0 0 634
26 0 0 0 413
26 0 0 0 443
26 0 0 1 858
26 0 0 0 688
26 0 0 0 476
26 0 0 0 403
26 0 0 0 424
26 0 0 0 497
26 0 0 0 597
26 0 0 0 501
26 0 0 0 575
26 0 0 1 627
26 0 0 0 572
26 0 0 0 477
26 0 0 1 1106
26 0 0 0 927
26 0 0 0 573
26 0 0 1 944
26 0 0 0 595
26 0 0 1 678
26 0 0 0 544
26 0 0 0 873
26 0 0 1 1076
26 0 0 0 737
26 0 1 3 649
26 0 1 3 629
26 0 1 3 616
26 0 1 3 938
26 0 1 3 634
26 0 1 3 594
26 0 1 3 903
26 0 1 3 836
26 0 1 3 694
26 0 1 3 895
26 0 1 3 604
26 0 1 3 562
26 0 1 3 785
26 0 1 3 649
26 0 1 3 968
26 0 1 3 707
26 0 1 3 643
26 0 1 3 681
26 0 1 3 912
26 0 1 2 591
26 0 1 3 653
26 0 1 3 634
26 0 1 2 578
26 0 1 3 763
26 0 1 3 761
26 0 1 2 531
26 0 1 3 656
26 0 1 3 600
26 0 1 2 910
26 0 1 2 431
27 0 0 0 469
27 0 0 0 537
27 0 0 0 505
27 0 0 0 635
27 0 0 0 451
27 0 0 0 616
27 0 0 0 259
27 0 0 0 698
27 0 0 0 433
27 0 0 0 430
27 0 0 0 738
27 0 0 0 756
27 0 0 1 614
27 0 0 0 547
27 0 0 0 469
27 0 0 1 649
27 0 0 0 723
27 0 0 0 478
27 0 0 0 437
27 0 0 0 418
27 0 0 0 516
27 0 0 0 778
27 0 0 0 385
27 0 0 0 562
27 0 0 0 570
27 0 0 0 509
27 0 0 0 817
27 0 0 0 413
27 0 0 0 454
27 0 0 0 470
27 0 1 3 904
27 0 1 2 621
27 0 1 3 816
27 0 1 3 639
27 0 1 3 550
27 0 1 3 966
27 0 1 3 577
27 0 1 3 1251
27 0 1 3 457
27 0 1 2 855
27 0 1 3 695
27 0 1 3 540
27 0 1 2 824
27 0 1 3 747
27 0 1 3 791
27 0 1 3 791
27 0 1 3 578
27 0 1 2 462
27 0 1 3 769
27 0 1 3 486
27 0 1 2 477
27 0 1 3 676
27 0 1 3 855
27 0 1 3 587
27 0 1 2 438
27 0 1 2 508
27 0 1 3 659
27 0 1 3 729
27 0 1 2 569
27 0 1 3 710
28 0 0 0 637
28 0 0 0 698
28 0 0 0 581
28 0 0 0 900
28 0 0 0 552
28 0 0 0 487
28 0 0 1 600
28 0 0 0 724
28 0 0 0 717
28 0 0 0 816
28 0 0 0 681
28 0 0 0 770
28 0 0 1 487
28 0 0 0 662
28 0 0 0 749
28 0 0 0 663
28 0 0 0 1204
28 0 0 1 473
28 0 0 0 638
28 0 0 1 1027
28 0 0 0 619
28 0 0 0 759
28 0 0 0 614
28 0 0 0 662
28 0 0 0 804
28 0 0 1 643
28 0 0 0 789
28 0 0 0 814
28 0 0 0 878
28 0 0 0 821
28 0 1 2 876
28 0 1 3 749
28 0 1 3 1047
28 0 1 2 753
28 0 1 2 905
28 0 1 3 478
28 0 1 3 395
28 0 1 2 616
28 0 1 3 490
28 0 1 3 452
28 0 1 3 475
28 0 1 2 946
28 0 1 3 345
28 0 1 2 777
28 0 1 3 468
28 0 1 3 550
28 0 1 3 457
28 0 1 2 815
28 0 1 3 370
28 0 1 2 898
28 0 1 3 895
28 0 1 3 645
28 0 1 3 702
28 0 1 2 763
28 0 1 3 316
28 0 1 3 612
28 0 1 2 951
28 0 1 2 696
28 0 1 3 521
28 0 1 3 617
29 0 0 0 701
29 0 0 0 657
29 0 0 0 744
29 0 0 0 691
29 0 0 0 701
29 0 0 0 642
29 0 0 0 554
29 0 0 0 777
29 0 0 0 560
29 0 0 1 758
29 0 0 1 984
29 0 0 1 543
29 0 0 0 670
29 0 0 0 687
29 0 0 0 693
29 0 0 1 711
29 0 0 0 579
29 0 0 0 561
29 0 0 0 824
29 0 0 0 598
29 0 0 0 486
29 0 0 0 715
29 0 0 1 468
29 0 0 0 593
29 0 0 0 704
29 0 0 0 853
29 0 0 0 654
29 0 0 1 732
29 0 0 0 880
29 0 0 1 777
29 0 1 3 665
29 0 1 3 595
29 0 1 3 956
29 0 1 2 699
29 0 1 3 738
29 0 1 3 475
29 0 1 3 584
29 0 1 3 582
29 0 1 3 544
29 0 1 3 764
29 0 1 3 1059
29 0 1 3 612
29 0 1 3 499
29 0 1 3 531
29 0 1 3 598
29 0 1 3 477
29 0 1 2 541
29 0 1 3 676
29 0 1 3 465
29 0 1 3 424
29 0 1 3 553
29 0 1 3 534
29 0 1 3 639
29 0 1 3 475
29 0 1 2 1311
29 0 1 3 509
29 0 1 3 681
29 0 1 2 544
29 0 1 3 513
29 0 1 3 550
30 0 0 0 728
30 0 0 0 433
30 0 0 1 703
30 0 0 0 488
30 0 0 1 720
30 0 0 0 866
30 0 0 0 631
30 0 0 0 828
30 0 0 0 581
30 0 0 1 946
30 0 0 0 592
30 0 0 0 577
30 0 0 0 539
30 0 0 0 877
30 0 0 1 701
30 0 0 0 930
30 0 0 0 679
30 0 0 0 781
30 0 0 1 888
30 0 0 0 567
30 0 0 0 450
30 0 0 0 737
30 0 0 1 757
30 0 0 0 624
30 0 0 0 476
30 0 0 0 594
30 0 0 0 780
30 0 0 1 922
30 0 0 0 804
30 0 0 0 630
30 0 1 3 725
30 0 1 3 736
30 0 1 3 811
30 0 1 3 601
30 0 1 2 835
30 0 1 3 1077
30 0 1 2 538
30 0 1 2 668
30 0 1 3 612
30 0 1 3 1111
30 0 1 3 877
30 0 1 3 738
30 0 1 3 696
30 0 1 3 715
30 0 1 2 594
30 0 1 3 635
30 0 1 3 1194
30 0 1 2 888
30 0 1 3 653
30 0 1 3 630
30 0 1 3 639
30 0 1 2 681
30 0 1 3 630
30 0 1 3 670
30 0 1 2 529
30 0 1 2 915
30 0 1 3 799
30 0 1 3 744
30 0 1 3 691
30 0 1 3 1054
31 0 0 0 581
31 0 0 0 813
31 0 0 0 545
31 0 0 1 944
31 0 0 0 431
31 0 0 0 754
31 0 0 0 562
31 0 0 1 773
31 0 0 1 1142
31 0 0 0 838
31 0 0 0 695
31 0 0 0 804
31 0 0 0 511
31 0 0 0 479
31 0 0 0 464
31 0 0 1 936
31 0 0 0 455
31 0 0 0 600
31 0 0 0 481
31 0 0 1 799
31 0 0 0 431
31 0 0 0 439
31 0 0 1 870
31 0 0 1 764
31 0 0 0 443
31 0 0 0 976
31 0 0 0 512
31 0 0 0 730
31 0 0 0 488
31 0 0 0 529
31 0 1 3 634
31 0 1 3 1505
31 0 1 3 700
31 0 1 3 1207
31 0 1 3 854
31 0 1 2 538
31 0 1 3 673
31 0 1 3 992
31 0 1 3 627
31 0 1 3 969
31 0 1 2 485
31 0 1 3 743
31 0 1 2 539
31 0 1 3 1056
31 0 1 3 919
31 0 1 3 651
31 0 1 3 824
31 0 1 3 803
31 0 1 3 829
31 0 1 2 505
31 0 1 3 1000
31 0 1 3 835
31 0 1 2 447
31 0 1 3 921
31 0 1 2 748
31 0 1 3 716
31 0 1 3 630
31 0 1 3 1434
31 0 1 3 807
31 0 1 3 816
32 0 0 0 568
32 0 0 0 501
32 0 0 0 734
32 0 0 1 802
32 0 0 0 580
32 0 0 0 485
32 0 0 0 479
32 0 0 1 987
32 0 0 0 682
32 0 0 0 478
32 0 0 0 540
32 0 0 1 872
32 0 0 1 734
32 0 0 0 593
32 0 0 0 865
32 0 0 0 460
32 0 0 1 1408
32 0 0 1 890
32 0 0 0 538
32 0 0 1 769
32 0 0 0 555
32 0 0 1 837
32 0 0 0 392
32 0 0 0 612
32 0 0 0 607
32 0 0 0 295
32 0 0 0 694
32 0 0 0 505
32 0 0 0 705
32 0 0 0 455
32 0 1 3 962
32 0 1 3 1093
32 0 1 3 654
32 0 1 2 646
32 0 1 2 571
32 0 1 3 760
32 0 1 3 803
32 0 1 3 735
32 0 1 2 556
32 0 1 3 820
32 0 1 3 892
32 0 1 2 820
32 0 1 3 1273
32 0 1 3 930
32 0 1 3 776
32 0 1 3 1134
32 0 1 2 596
32 0 1 2 689
32 0 1 3 996
32 0 1 3 833
32 0 1 3 778
32 0 1 2 646
32 0 1 3 657
32 0 1 2 616
32 0 1 3 807
32 0 1 2 493
32 0 1 3 1106
32 0 1 2 507
32 0 1 3 1095
32 0 1 3 623
33 0 0 1 892
33 0 0 0 497
33 0 0 0 635
33 0 0 1 837
33 0 0 0 485
33 0 0 0 639
33 0 0 0 544
33 0 0 0 523
33 0 0 0 544
33 0 0 0 611
33 0 0 0 786
33 0 0 0 611
33 0 0 0 686
33 0 0 1 926
33 0 0 0 470
33 0 0 0 845
33 0 0 0 477
33 0 0 0 693
33 0 0 0 407
33 0 0 0 546
33 0 0 0 1084
33 0 0 0 564
33 0 0 0 735
33 0 0 1 768
33 0 0 0 502
33 0 0 0 560
33 0 0 1 1302
33 0 0 0 539
33 0 0 0 544
33 0 0 0 611
33 0 1 2 690
33 0 1 3 509
33 0 1 3 585
33 0 1 3 486
33 0 1 3 516
33 0 1 3 732
33 0 1 3 517
33 0 1 3 787
33 0 1 3 466
33 0 1 2 608
33 0 1 2 520
33 0 1 2 868
33 0 1 3 958
33 0 1 2 546
33 0 1 2 842
33 0 1 3 565
33 0 1 2 692
33 0 1 3 703
33 0 1 3 898
33 0 1 3 483
33 0 1 2 1202
33 0 1 2 593
33 0 1 3 931
33 0 1 2 744
33 0 1 3 516
33 0 1 3 688
33 0 1 2 727
33 0 1 3 507
33 0 1 3 796
33 0 1 3 685
34 0 0 0 505
34 0 0 1 842
34 0 0 1 996
34 0 0 1 1025
34 0 0 0 451
34 0 0 0 553
34 0 0 0 598
34 0 0 0 476
34 0 0 1 904
34 0 0 1 1079
34 0 0 0 689
34 0 0 0 530
34 0 0 0 493
34 0 0 0 587
34 0 0 1 1205
34 0 0 0 590
34 0 0 0 484
34 0 0 0 608
34 0 0 1 1099
34 0 0 0 800
34 0 0 0 501
34 0 0 1 1791
34 0 0 0 683
34 0 0 0 505
34 0 0 0 440
34 0 0 0 588
34 0 0 0 511
34 0 0 1 1250
34 0 0 1 975
34 0 0 0 551
34 0 1 3 922
34 0 1 3 1028
34 0 1 2 598
34 0 1 2 384
34 0 1 3 1033
34 0 1 3 898
34 0 1 3 1054
34 0 1 2 479
34 0 1 3 832
34 0 1 3 858
34 0 1 3 1381
34 0 1 3 1182
34 0 1 3 1086
34 0 1 2 566
34 0 1 3 968
34 0 1 3 1157
34 0 1 3 855
34 0 1 3 1177
34 0 1 3 904
34 0 1 2 971
34 0 1 3 1199
34 0 1 3 1229
34 0 1 3 1012
34 0 1 2 554
34 0 1 3 929
34 0 1 3 839
34 0 1 2 1402
34 0 1 2 654
34 0 1 3 1239
34 0 1 3 947
35 0 0 0 1098
35 0 0 1 806
35 0 0 0 801
35 0 0 0 646
35 0 0 0 697
35 0 0 1 673
35 0 0 0 671
35 0 0 1 701
35 0 0 0 729
35 0 0 0 687
35 0 0 0 997
35 0 0 0 741
35 0 0 0 1168
35 0 0 0 838
35 0 0 0 795
35 0 0 1 555
35 0 0 0 795
35 0 0 1 970
35 0 0 0 864
35 0 0 0 1012
35 0 0 0 709
35 0 0 1 665
35 0 0 0 665
35 0 0 0 787
35 0 0 0 675
35 0 0 0 731
35 0 0 1 643
35 0 0 0 914
35 0 0 0 746
35 0 0 0 695
35 0 1 3 539
35 0 1 3 817
35 0 1 3 993
35 0 1 3 529
35 0 1 3 485
35 0 1 3 482
35 0 1 3 549
35 0 1 2 837
35 0 1 3 479
35 0 1 2 1327
35 0 1 3 563
35 0 1 2 733
35 0 1 3 514
35 0 1 3 500
35 0 1 3 727
35 0 1 3 1056
35 0 1 3 528
35 0 1 3 577
35 0 1 3 559
35 0 1 3 419
35 0 1 3 675
35 0 1 3 598
35 0 1 3 473
35 0 1 3 643
35 0 1 3 570
35 0 1 3 644
35 0 1 3 526
35 0 1 3 616
35 0 1 3 540
35 0 1 3 643
36 0 0 0 789
36 0 0 1 767
36 0 0 1 1162
36 0 0 0 591
36 0 0 0 779
36 0 0 1 743
36 0 0 0 635
36 0 0 0 549
36 0 0 0 706
36 0 0 1 953
36 0 0 0 551
36 0 0 0 629
36 0 0 0 592
36 0 0 0 587
36 0 0 0 651
36 0 0 0 534
36 0 0 0 560
36 0 0 1 814
36 0 0 0 663
36 0 0 0 721
36 0 0 1 902
36 0 0 1 1099
36 0 0 1 902
36 0 0 0 617
36 0 0 0 732
36 0 0 0 608
36 0 0 0 545
36 0 0 0 570
36 0 0 0 605
36 0 0 0 486
36 0 1 3 611
36 0 1 3 628
36 0 1 3 757
36 0 1 3 756
36 0 1 2 595
36 0 1 3 972
36 0 1 3 1115
36 0 1 3 725
36 0 1 3 991
36 0 1 2 759
36 0 1 2 674
36 0 1 3 842
36 0 1 3 621
36 0 1 3 619
36 0 1 3 691
36 0 1 3 963
36 0 1 3 872
36 0 1 3 685
36 0 1 2 713
36 0 1 3 631
36 0 1 2 581
36 0 1 3 770
36 0 1 3 622
36 0 1 3 677
36 0 1 3 802
36 0 1 3 790
36 0 1 2 929
36 0 1 2 599
36 0 1 2 564
36 0 1 2 657
37 0 0 1 632
37 0 0 0 845
37 0 0 1 930
37 0 0 1 714
37 0 0 0 596
37 0 0 0 547
37 0 0 0 608
37 0 0 1 904
37 0 0 1 948
37 0 0 0 556
37 0 0 1 1004
37 0 0 0 512
37 0 0 0 753
37 0 0 0 481
37 0 0 0 612
37 0 0 0 787
37 0 0 0 471
37 0 0 0 720
37 0 0 0 671
37 0 0 0 571
37 0 0 0 605
37 0 0 0 800
37 0 0 1 1018
37 0 0 0 531
37 0 0 0 755
37 0 0 1 653
37 0 0 0 488
37 0 0 0 739
37 0 0 0 575
37 0 0 1 971
37 0 1 2 629
37 0 1 2 700
37 0 1 3 798
37 0 1 2 904
37 0 1 3 627
37 0 1 3 600
37 0 1 3 706
37 0 1 3 575
37 0 1 2 570
37 0 1 3 614
37 0 1 3 661
37 0 1 2 652
37 0 1 3 704
37 0 1 2 859
37 0 1 3 726
37 0 1 3 581
37 0 1 2 745
37 0 1 3 640
37 0 1 2 751
37 0 1 2 798
37 0 1 3 737
37 0 1 3 695
37 0 1 2 791
37 0 1 3 644
37 0 1 3 664
37 0 1 3 564
37 0 1 2 528
37 0 1 3 892
37 0 1 3 561
37 0 1 3 643
38 0 0 1 977
38 0 0 0 547
38 0 0 0 670
38 0 0 0 612
38 0 0 0 663
38 0 0 0 561
38 0 0 0 626
38 0 0 0 578
38 0 0 1 849
38 0 0 1 1318
38 0 0 0 521
38 0 0 1 845
38 0 0 0 458
38 0 0 0 548
38 0 0 0 595
38 0 0 0 637
38 0 0 0 574
38 0 0 0 787
38 0 0 1 727
38 0 0 0 566
38 0 0 0 629
38 0 0 0 685
38 0 0 0 641
38 0 0 0 890
38 0 0 0 778
38 0 0 0 1363
38 0 0 0 853
38 0 0 0 758
38 0 0 0 550
38 0 0 1 617
38 0 1 3 944
38 0 1 3 830
38 0 1 2 913
38 0 1 3 1001
38 0 1 3 813
38 0 1 3 919
38 0 1 3 741
38 0 1 2 537
38 0 1 3 589
38 0 1 3 1043
38 0 1 3 741
38 0 1 3 964
38 0 1 3 687
38 0 1 3 705
38 0 1 3 707
38 0 1 3 741
38 0 1 3 671
38 0 1 3 1238
38 0 1 3 603
38 0 1 2 667
38 0 1 3 758
38 0 1 2 681
38 0 1 3 792
38 0 1 3 582
38 0 1 3 788
38 0 1 3 761
38 0 1 3 745
38 0 1 3 743
38 0 1 2 741
38 0 1 3 743
39 0 0 0 719
39 0 0 1 1036
39 0 0 1 1626
39 0 0 1 762
39 0 0 1 1132
39 0 0 0 624
39 0 0 1 914
39 0 0 1 717
39 0 0 0 584
39 0 0 0 582
39 0 0 0 487
39 0 0 0 624
39 0 0 0 595
39 0 0 0 616
39 0 0 0 520
39 0 0 0 577
39 0 0 0 721
39 0 0 1 1126
39 0 0 1 1138
39 0 0 1 1298
39 0 0 0 545
39 0 0 1 886
39 0 0 1 1111
39 0 0 0 568
39 0 0 0 867
39 0 0 0 578
39 0 0 1 834
39 0 0 1 1082
39 0 0 0 556
39 0 0 1 821
39 0 1 3 1067
39 0 1 3 681
39 0 1 2 572
39 0 1 3 724
39 0 1 3 933
39 0 1 2 616
39 0 1 2 560
39 0 1 3 1427
39 0 1 2 642
39 0 1 3 1226
39 0 1 3 743
39 0 1 3 711
39 0 1 3 972
39 0 1 3 734
39 0 1 3 1196
39 0 1 3 1299
39 0 1 2 717
39 0 1 2 807
39 0 1 3 1081
39 0 1 3 863
39 0 1 3 926
39 0 1 3 971
39 0 1 3 727
39 0 1 3 644
39 0 1 3 713
39 0 1 3 1445
39 0 1 3 709
39 0 1 3 874
39 0 1 3 850
39 0 1 3 645
